-27 09:46:39 | ST0=[1110.72kg, 1110.84kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:19:35 | ST0=[1111.08kg, 1111.19kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:36 | ST0=[1111.08kg, 1111.20kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:19:37 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:38 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:39 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:40 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:41 | ST0=[1111.08kg, 1111.20kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:19:42 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:43 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:44 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:45 | ST0=[1111.08kg, 1111.20kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:19:46 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:47 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:48 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:49 | ST0=[1111.08kg, 1111.20kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:19:50 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:51 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:52 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:53 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:54 | ST0=[1111.08kg, 1111.20kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:19:55 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:56 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:57 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:19:58 | ST0=[1111.08kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:19:59 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:00 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:01 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:02 | ST0=[1111.08kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:03 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:04 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:05 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:06 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:07 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:08 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:09 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:10 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:11 | ST0=[1111.08kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:12 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:13 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:14 | ST0=[1111.09kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:15 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:16 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:17 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:18 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:19 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:20 | ST0=[1111.08kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:21 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:22 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:23 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:24 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:25 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:26 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:27 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:28 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:29 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:30 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:31 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:32 | ST0=[1111.08kg, 1111.20kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:33 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:34 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:35 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:36 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:37 | ST0=[1111.08kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:38 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:39 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:40 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:41 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:42 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:43 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:44 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:45 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:46 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:47 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:48 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:49 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:50 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:51 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:52 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:53 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:54 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:55 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:20:56 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:57 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:58 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:20:59 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:00 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:01 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:02 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:03 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:04 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:05 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:06 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:07 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:08 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:09 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:10 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:11 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:12 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:13 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:14 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:15 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:16 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:17 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:18 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:19 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:20 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:21 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:22 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:23 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:24 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:25 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:26 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:27 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:28 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:29 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:30 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:31 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:32 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:33 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:34 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:35 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:36 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:37 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:38 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:39 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:40 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:41 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:42 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:43 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:44 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:45 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:46 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:47 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:48 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:49 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:50 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:51 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:52 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:53 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:54 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:55 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:56 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:57 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:21:58 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:21:59 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:00 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:01 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:02 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:03 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:04 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:05 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:06 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:07 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:08 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:09 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:10 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:11 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:12 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:13 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:14 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:15 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:16 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:17 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:18 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:19 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:20 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:21 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:22 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:23 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:24 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:25 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:26 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:27 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:28 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:29 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:30 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:31 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:32 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:33 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:34 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:35 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:36 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:37 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:38 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:39 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:40 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:41 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:42 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:43 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:44 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:45 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:46 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:47 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:48 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:49 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:50 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:51 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:52 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:53 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:54 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:55 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:22:56 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:57 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:58 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:22:59 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:00 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:01 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:02 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:03 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:04 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:05 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:06 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:07 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:08 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:09 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:10 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:11 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:12 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:13 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:14 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:15 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:16 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:17 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:18 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:19 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:20 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:21 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:22 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:23 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:24 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:25 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:26 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:27 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:28 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:29 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:30 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:31 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:32 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:33 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:34 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:35 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:36 | ST0=[1111.10kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:37 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:38 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:39 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:40 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:41 | ST0=[1111.09kg, 1111.22kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:42 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:43 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:44 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:45 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:46 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:47 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:48 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:49 | ST0=[1111.09kg, 1111.21kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:50 | ST0=[1111.09kg, 1111.21kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:23:51 | ST0=[1111.10kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:23:52 | ST0=[1111.09kg, 1111.22kg] (200) WE: 4080[RS232-PRINTER]
